tweet_id,retweet_count,favorite_count
731156023742988288,1243,3765
730924654643314689,1937,6029
730573383004487680,2090,4801
730427201120833536,1023,3426
730211855403241472,1038,3749
730196704625098752,1857,4747
729854734790754305,1100,3956
729838605770891264,374,1687
729823566028484608,1222,3897
729463711119904772,2268,5676
729113531270991872,315,1839
728986383096946689,803,3082
728760639972315136,1663,4589
728751179681943552,664,2709
728653952833728512,1015,3252
728409960103686147,1953,4814
728387165835677696,943,3631
728046963732717569,1174,4216
728035342121635841,1632,4479
728015554473250816,1083,4040
727685679342333952,629,2907
727644517743104000,1709,5752
727524757080539137,1191,4390
727314416056803329,721,3274
727286334147182592,795,3000
727175381690781696,1356,3846
727155742655025152,1299,3554
726935089318363137,2384,6738
726887082820554753,1493,3767
726828223124897792,980,3494
726224900189511680,1119,4344
725842289046749185,2611,6938
725786712245440512,1339,4095
725729321944506368,1746,5105
725458796924002305,603,1391
724983749226668032,1281,3660
724771698126512129,622,2302
724405726123311104,1614,5185
724049859469295616,1739,4244
724046343203856385,544,2607
724004602748780546,1506,4107
723912936180330496,1208,3809
723688335806480385,2869,7518
723673163800948736,870,2956
723179728551723008,1821,5202
722974582966214656,1529,4024
722613351520608256,1601,4867
721503162398597120,1788,4523
721001180231503872,597,2481
720785406564900865,751,3047
720775346191278080,646,2408
720415127506415616,1465,4045
720389942216527872,2447,6237
720340705894408192,956,2805
720059472081784833,1101,3785
720043174954147842,1961,4817
719991154352222208,1700,4747
719704490224398336,1394,4448
719551379208073216,1855,4948
719367763014393856,727,2742
719339463458033665,1205,4350
719332531645071360,927,3360
718971898235854848,1051,3422
718939241951195136,1717,5150
718631497683582976,7858,18527
718613305783398402,472,2393
718540630683709445,995,2406
718460005985447936,513,2644
718454725339934721,1479,4770
718246886998687744,487,1868
718234618122661888,964,3791
717841801130979328,591,2404
717790033953034240,1087,2821
717537687239008257,1811,5660
717428917016076293,436,1582
717421804990701568,822,3102
717047459982213120,1882,6171
717009362452090881,942,3182
716802964044845056,1146,4203
716791146589110272,1544,8022
716730379797970944,416,1208
716447146686459905,5737,12801
716439118184652801,203,2334
716285507865542656,1030,2713
716080869887381504,1855,6646
715928423106027520,859,3131
715758151270801409,1403,3652
715733265223708672,1651,4563
715704790270025728,557,2736
715696743237730304,1263,3836
715680795826982913,1574,4216
715360349751484417,1528,5368
715342466308784130,681,2988
715220193576927233,635,2375
715200624753819648,1837,5042
715009755312439296,1199,4072
714982300363173890,1013,3658
714962719905021952,4163,7209
714957620017307648,1381,4057
714631576617938945,972,3209
714606013974974464,904,3557
714485234495041536,1101,2623
714258258790387713,709,2975
714251586676113411,820,3205
714214115368108032,851,2230
714141408463036416,1366,4240
713919462244790272,777,3232
713909862279876608,528,1860
713900603437621249,724,2778
713761197720473600,1340,4768
713411074226274305,1274,4355
713177543487135744,2781,7087
713175907180089344,1443,4373
712809025985978368,6590,18711
712717840512598017,4870,12103
712668654853337088,1189,4104
712438159032893441,1534,5220
712309440758808576,25,237
712097430750289920,1013,3709
712092745624633345,866,2886
712085617388212225,475,3212
712065007010385924,609,2222
711998809858043904,125,0
711968124745228288,2253,7903
711743778164514816,968,2783
711732680602345472,4017,8666
711694788429553666,17963,32271
711652651650457602,896,3787
711363825979756544,1108,3575
711306686208872448,721,3242
711008018775851008,599,2948
710997087345876993,1360,4482
710844581445812225,672,2499
710833117892898816,520,2639
710658690886586372,547,2265
710609963652087808,2326,4717
710588934686908417,1823,4453
710296729921429505,720,2330
710283270106132480,512,2108
710272297844797440,1229,4448
710269109699739648,1092,2350
710153181850935296,875,2852
710140971284037632,861,2705
710117014656950272,1949,5377
709918798883774466,1069,3429
709901256215666688,99,650
709852847387627521,1178,3456
709566166965075968,1179,3481
709556954897764353,1050,3226
709519240576036864,233,1467
709449600415961088,559,2177
709409458133323776,669,2565
709225125749587968,563,2373
709207347839836162,5661,12291
709198395643068416,632,2395
709179584944730112,659,1964
709158332880297985,408,2004
709042156699303936,1597,4653
708853462201716736,648,1769
708845821941387268,879,2926
708834316713893888,491,1652
708810915978854401,6781,16185
708738143638450176,793,2702
708711088997666817,703,2490
708479650088034305,668,2500
708469915515297792,801,3048
708400866336894977,9857,15697
708356463048204288,1289,3515
708349470027751425,722,2303
708149363256774660,1526,4214
708130923141795840,837,3321
708119489313951744,963,2648
708109389455101952,542,1915
708026248782585858,1897,4320
707995814724026368,1106,3080
707983188426153984,2,49
707969809498152960,950,2651
707776935007539200,941,3225
707741517457260545,602,2443
707738799544082433,2415,4011
707693576495472641,966,3337
707629649552134146,855,2532
707610948723478529,6226,16673
707420581654872064,681,2228
707411934438625280,587,2262
707387676719185920,1261,3438
707377100785885184,1072,3219
707315916783140866,631,2432
707297311098011648,768,2720
707059547140169728,659,2548
707038192327901184,770,2149
707021089608753152,1331,4010
707014260413456384,586,2270
706904523814649856,7705,14334
706901761596989440,582,2018
706681918348251136,960,3250
706644897839910912,1069,2524
706593038911545345,621,2120
706538006853918722,1405,3418
706516534877929472,1019,3064
706346369204748288,906,3392
706310011488698368,7768,20954
706291001778950144,471,1667
706265994973601792,920,2686
706169069255446529,2164,3839
706166467411222528,1575,5074
706153300320784384,380,1458
705975130514706432,718,3053
705970349788291072,879,3120
705898680587526145,539,2321
705786532653883392,508,1901
705591895322394625,1129,3114
705475953783398401,891,2905
705442520700944385,1594,4358
705428427625635840,1650,3750
705239209544720384,738,2951
705223444686888960,785,2546
705102439679201280,508,2105
705066031337840642,611,2148
704871453724954624,1095,4215
704859558691414016,530,2218
704847917308362754,1496,4983
704819833553219584,966,2594
704761120771465216,2875,6533
704499785726889984,996,2864
704491224099647488,76,740
704480331685040129,1051,3333
704364645503647744,3485,7854
704347321748819968,344,1553
704134088924532736,449,1479
704113298707505153,564,1818
704054845121142784,898,2879
703774238772166656,451,1813
703769065844768768,1128,3219
703631701117943808,671,2532
703611486317502464,1500,3776
703425003149250560,1346,3744
703407252292673536,684,2396
703382836347330562,1123,3460
703356393781329922,380,1879
703268521220972544,540,1951
703079050210877440,3011,7269
703041949650034688,12241,25916
702932127499816960,711,2537
702899151802126337,446,1588
702684942141153280,1057,3174
702671118226825216,550,2165
702598099714314240,3370,12041
702539513671897089,944,2839
702332542343577600,1524,3132
702321140488925184,1026,3223
702276748847800320,755,2423
702217446468493312,1318,4691
701981390485725185,971,3394
701952816642965504,1006,3794
701889187134500865,1362,3480
701805642395348998,1643,3355
701601587219795968,442,2065
701570477911896070,910,2767
701545186879471618,599,2621
701214700881756160,5002,12012
700890391244103680,558,2189
700864154249383937,610,2555
700847567345688576,494,2413
700796979434098688,922,2400
700747788515020802,9116,22481
700518061187723268,785,2567
700505138482569216,556,2257
700462010979500032,1758,4061
700167517596164096,717,2595
700151421916807169,660,2209
700143752053182464,2664,7412
700062718104104960,678,2608
700029284593901568,576,2043
700002074055016451,1314,3265
699801817392291840,935,3012
699788877217865730,501,2198
699779630832685056,1212,2695
699775878809702401,595,1933
699691744225525762,4530,10123
699446877801091073,2566,5857
699434518667751424,505,2130
699423671849451520,320,1337
699413908797464576,618,2045
699370870310113280,431,1860
699323444782047232,850,3099
699088579889332224,622,2210
699079609774645248,644,2412
699072405256409088,1173,2924
699060279947165696,1768,3684
699036661657767936,1181,2567
698989035503689728,955,3296
698953797952008193,889,2637
698907974262222848,614,2501
698710712454139905,668,2424
698703483621523456,370,1425
698635131305795584,336,1276
698549713696649216,615,2284
698355670425473025,438,1814
698342080612007937,941,2232
698262614669991936,1967,4689
698195409219559425,5867,16510
698178924120031232,730,2771
697995514407682048,329,1494
697990423684476929,1269,3238
697943111201378304,663,2353
697881462549430272,1154,2970
697630435728322560,530,1714
697616773278015490,994,3103
697596423848730625,1240,2968
697575480820686848,493,2012
697516214579523584,1093,2016
697482927769255936,654,2380
697463031882764288,1374,3369
697270446429966336,1841,4619
697259378236399616,983,3247
697255105972801536,1143,2997
697242256848379904,656,2476
696900204696625153,1002,3120
696894894812565505,670,2312
696886256886657024,1763,4772
696877980375769088,701,2409
696754882863349760,355,1459
696744641916489729,918,2035
696713835009417216,637,2345
696518437233913856,1685,3842
696490539101908992,139,1197
696488710901260288,1001,2479
696405997980676096,1134,3154
696100768806522880,638,1895
695816827381944320,1142,2965
695794761660297217,754,3112
695767669421768709,729,1826
695629776980148225,2051,4500
695446424020918272,1781,4330
695409464418041856,3509,8544
695314793360662529,1422,3577
695095422348574720,601,2594
695074328191332352,1071,2802
695064344191721472,581,1576
695051054296211456,778,2626
694925794720792577,901,2651
694905863685980160,920,2707
694669722378485760,14085,35263
694356675654983680,282,1479
694352839993344000,602,2000
694342028726001664,478,1553
694329668942569472,494,1965
694206574471057408,2003,4105
694183373896572928,913,2916
694001791655137281,1007,3348
693993230313091072,395,1846
693942351086120961,361,1718
693647888581312512,573,2634
693644216740769793,122,1327
693642232151285760,405,2497
693629975228977152,779,2406
693622659251335168,367,1507
693590843962331137,1922,4966
693582294167244802,242,1615
693486665285931008,623,1743
693280720173801472,1215,3297
693267061318012928,801,2343
693262851218264065,489,2175
693231807727280129,724,2827
693155686491000832,3156,7771
693109034023534592,599,1682
693095443459342336,450,1824
692919143163629568,738,2636
692905862751522816,852,2386
692901601640583168,592,1731
692894228850999298,781,2224
692828166163931137,867,2815
692752401762250755,3572,6703
692568918515392513,1504,4290
692535307825213440,1336,3108
692530551048294401,405,1803
692423280028966913,224,1455
692417313023332352,3395,9226
692187005137076224,800,2497
692158366030913536,775,2116
692142790915014657,387,1622
692041934689402880,1244,3356
692017291282812928,939,2847
691820333922455552,1625,3903
691793053716221953,4148,8015
691756958957883396,977,2806
691675652215414786,499,1923
691483041324204033,556,2348
691459709405118465,1118,3991
691444869282295808,835,2605
691416866452082688,7500,19019
691321916024623104,650,2529
691096613310316544,866,2923
691090071332753408,328,1697
690989312272396288,2823,5816
690959652130045952,1224,3525
690938899477221376,1912,4018
690932576555528194,997,3231
690735892932222976,1243,3725
690728923253055490,508,2145
690690673629138944,805,2290
690649993829576704,272,1281
690607260360429569,18,291
690597161306841088,591,1924
690400367696297985,442,1859
690374419777196032,833,3207
690360449368465409,866,2632
690348396616552449,505,1486
690248561355657216,410,1651
690021994562220032,1010,2744
690015576308211712,719,2446
690005060500217858,1654,3613
689999384604450816,360,1396
689993469801164801,442,1436
689977555533848577,437,1349
689905486972461056,689,2408
689877686181715968,1143,2990
689835978131935233,736,2135
689661964914655233,910,3176
689659372465688576,3783,10215
689623661272240129,630,2199
689599056876867584,5404,11474
689557536375177216,449,2012
689517482558820352,1400,3352
689289219123089408,922,2226
689283819090870273,1083,3219
689280876073582592,694,1955
689275259254616065,242,1125
689255633275777024,1066,2516
689154315265683456,982,3032
689143371370250240,499,1993
688916208532455424,851,2670
688908934925697024,750,2084
688898160958271489,766,2060
688894073864884227,673,2204
688828561667567616,365,1359
688804835492233216,191,950
688789766343622656,653,2184
688547210804498433,685,2554
688519176466644993,715,2282
688385280030670848,4402,9139
688211956440801280,814,2205
688179443353796608,576,2105
688116655151435777,759,2782
688064179421470721,355,1704
687841446767013888,2456,5378
687826841265172480,1101,2706
687818504314159109,931,2442
687807801670897665,706,2362
687732144991551489,652,1727
687704180304273409,827,2394
687664829264453632,503,1906
687494652870668288,566,1866
687480748861947905,234,1572
687476254459715584,523,1951
687460506001633280,539,2029
687399393394311168,606,1861
687317306314240000,9000,19860
687312378585812992,1865,4286
687127927494963200,2229,5347
687124485711986689,498,2142
687109925361856513,2409,5705
687102708889812993,964,2313
687096057537363968,595,2202
686947101016735744,3137,8507
686760001961103360,1357,3468
686749460672679938,1429,3423
686730991906516992,1177,4071
686683045143953408,785,2778
686618349602762752,1341,3650
686606069955735556,535,1860
686394059078897668,682,1714
686386521809772549,863,3207
686377065986265092,554,2163
686358356425093120,656,2147
686286779679375361,1633,3939
686050296934563840,715,2179
686035780142297088,115,1134
686034024800862208,1125,3035
686007916130873345,401,2446
686003207160610816,612,1799
685973236358713344,513,2071
685943807276412928,579,1603
685906723014619143,2818,7390
685681090388975616,119,2001
685667379192414208,553,2325
685663452032069632,1427,3177
685641971164143616,762,2891
685547936038666240,15319,32403
685532292383666176,1138,2992
685325112850124800,3888,9313
685321586178670592,625,2608
685315239903100929,1021,3252
685307451701334016,431,2039
685268753634967552,1177,3044
685198997565345792,654,2304
685169283572338688,1403,4048
684969860808454144,361,2355
684959798585110529,3067,6723
684940049151070208,1025,3160
684926975086034944,455,3427
684914660081053696,1428,3460
684902183876321280,519,1836
684880619965411328,797,2053
684830982659280897,21276,34487
684800227459624960,986,2694
684594889858887680,3442,8770
684588130326986752,1380,4059
684567543613382656,1189,2967
684538444857667585,931,2609
684481074559381504,1150,3824
684460069371654144,550,1935
684241637099323392,3207,7994
684225744407494656,203,1205
684222868335505415,1337,3753
684200372118904832,1019,2117
684195085588783105,498,1872
684188786104872960,1148,3438
684177701129875456,654,1989
684147889187209216,1491,2944
684122891630342144,461,1975
684097758874210310,1403,4050
683857920510050305,1100,3747
683852578183077888,339,1906
683849932751646720,944,2559
683834909291606017,1092,2586
683828599284170753,1049,2755
683773439333797890,1323,3293
683742671509258241,3232,6362
683515932363329536,2828,7212
683498322573824003,947,3122
683481228088049664,979,2623
683462770029932544,661,2385
683449695444799489,1578,3825
683391852557561860,2358,7525
683357973142474752,901,2859
683142553609318400,1020,2828
683111407806746624,894,3348
683098815881154561,643,2130
683078886620553216,551,1957
683030066213818368,727,2132
682962037429899265,16194,36190
682808988178739200,165,1753
682788441537560576,1085,2434
682750546109968385,428,1497
682697186228989953,355,1292
682662431982772225,1057,3005
682638830361513985,584,2045
682429480204398592,1129,3375
682406705142087680,1731,7444
682393905736888321,655,2197
682389078323662849,451,1631
682303737705140231,956,3002
682259524040966145,1176,4057
682242692827447297,1135,3179
682088079302213632,9654,17922
682059653698686977,1641,4859
682047327939461121,921,3139
682032003584274432,1963,6479
682003177596559360,1488,3066
681981167097122816,1014,2765
681891461017812993,799,2422
681694085539872773,3984,12600
681679526984871937,431,1738
681654059175129088,909,2593
681610798867845120,455,1869
681579835668455424,1272,3490
681523177663676416,5640,14047
681340665377193984,272,1615
681339448655802368,4003,9123
681320187870711809,726,2597
681302363064414209,1780,3864
681297372102656000,930,3157
681281657291280384,1080,3178
681261549936340994,266,1432
681242418453299201,520,1460
681231109724700672,473,2367
681193455364796417,1442,3624
680970795137544192,643,2381
680959110691590145,1964,4501
680940246314430465,1023,3148
680934982542561280,426,2056
680913438424612864,610,2359
680889648562991104,356,1730
680836378243002368,1292,3400
680805554198020098,653,2121
680801747103793152,804,2341
680798457301471234,1010,2797
680609293079592961,683,2580
680583894916304897,1305,3561
680497766108381184,1869,4158
680494726643068929,476,1685
680473011644985345,733,2494
680440374763077632,489,1420
680221482581123072,289,1440
680206703334408192,1138,2773
680191257256136705,485,2106
680176173301628928,1514,3819
680161097740095489,721,2282
680145970311643136,1702,3536
680130881361686529,918,2243
680115823365742593,880,2665
680100725817409536,1339,3506
680085611152338944,8787,12577
680070545539371008,840,2533
679877062409191424,636,1948
679872969355714560,650,2148
679862121895714818,602,2403
679854723806179328,1199,2797
679844490799091713,742,2320
679828447187857408,13674,35571
679777920601223168,1075,3043
679736210798047232,773,2052
679729593985699840,806,2125
679722016581222400,457,1630
679530280114372609,2030,4691
679527802031484928,704,2586
679511351870550016,1233,3287
679503373272485890,1432,3104
679475951516934144,623,2049
679462823135686656,18313,30892
679405845277462528,1169,2322
679158373988876288,7823,20815
679148763231985668,997,2719
679132435750195208,1124,2915
679111216690831360,2517,5837
679062614270468097,7856,16549
679047485189439488,646,2198
679001094530465792,1187,2769
678991772295516161,1121,2239
678969228704284672,441,1604
678800283649069056,868,2505
678798276842360832,1125,3376
678774928607469569,880,2743
678767140346941444,1321,3447
678764513869611008,462,1599
678755239630127104,3184,6935
678740035362037760,1625,3664
678708137298427904,2363,5466
678675843183484930,1415,2792
678643457146150913,389,1995
678446151570427904,1499,3904
678424312106393600,2468,5338
678410210315247616,1749,4105
678399652199309312,30944,78264
678396796259975168,403,1552
678389028614488064,409,1822
678380236862578688,880,2377
678341075375947776,517,1693
678334497360859136,245,1274
678278586130948096,5917,11151
678255464182861824,354,1550
678023323247357953,371,1863
678021115718029313,6143,13279
677961670166224897,1637,3332
677918531514703872,395,1305
677895101218201600,2006,4701
677716515794329600,950,2974
677700003327029250,1405,3304
677698403548192770,310,1199
677687604918272002,819,2429
677673981332312066,1456,3247
677662372920729601,922,1897
677644091929329666,777,1804
677573743309385728,682,2074
677565715327688705,448,1265
677557565589463040,1119,2388
677547928504967168,3562,6764
677530072887205888,221,1036
677335745548390400,1713,2963
677334615166730240,277,1307
677331501395156992,228,1054
677328882937298944,1457,3549
677314812125323265,518,1594
677301033169788928,390,1201
677269281705472000,684,1922
677228873407442944,1586,3453
677187300187611136,886,2660
676975532580409345,1031,2696
676957860086095872,787,2181
676949632774234114,382,1267
676948236477857792,834,2097
676946864479084545,353,1685
676942428000112642,724,2005
676936541936185344,4769,12355
676916996760600576,1749,2887
676897532954456065,704,2182
676864501615042560,685,2037
676821958043033607,15016,22226
676819651066732545,641,1761
676811746707918848,410,1378
676776431406465024,1960,4847
676617503762681856,925,2801
676613908052996102,194,1048
676606785097199616,415,1836
676603393314578432,371,1125
676593408224403456,2077,4406
676590572941893632,116,891
676588346097852417,755,2237
676582956622721024,264,1156
676575501977128964,1080,2493
676533798876651520,532,1820
676496375194980353,513,1470
676470639084101634,4498,11249
676440007570247681,638,1666
676430933382295552,328,1351
676263575653122048,520,2015
676237365392908289,275,1164
676219687039057920,29912,73989
676215927814406144,552,1675
676191832485810177,998,2205
676146341966438401,636,1854
676121918416756736,1122,2093
676101918813499392,1123,2735
676098748976615425,1365,2897
676089483918516224,423,1263
675898130735476737,552,1555
675891555769696257,823,2049
675888385639251968,921,2290
675878199931371520,1351,4030
675870721063669760,545,1566
675853064436391936,1239,2595
675849018447167488,138,909
675845657354215424,844,2184
675822767435051008,518,1471
675820929667219457,227,1007
675798442703122432,3296,9905
675781562965868544,450,1569
675740360753160193,328,1122
675710890956750848,780,1812
675707330206547968,657,1899
675706639471788032,90,623
675534494439489536,394,1769
675531475945709568,365,1138
675522403582218240,275,998
675517828909424640,449,1240
675501075957489664,5601,16542
675497103322386432,1237,3018
675489971617296384,567,1244
675483430902214656,938,1773
675432746517426176,547,1462
675372240448454658,497,1621
675362609739206656,221,1019
675354435921575936,16082,31292
675349384339542016,2176,3773
675334060156301312,1231,2659
675166823650848770,1519,3426
675153376133427200,2462,5985
675149409102012420,1610,3609
675147105808306176,220,900
675146535592706048,283,1132
675145476954566656,852,2049
675135153782571009,456,1252
675113801096802304,754,1871
675111688094527488,240,920
675109292475830276,1088,2691
675047298674663426,305,1026
675015141583413248,1125,2593
675006312288268288,212,940
675003128568291329,439,1498
674999807681908736,1058,2147
674805413498527744,340,824
674800520222154752,812,2888
674793399141146624,1039,2397
674790488185167872,240,1056
674788554665512960,203,777
674781762103414784,1140,1924
674774481756377088,449,1065
674767892831932416,743,1745
674764817387900928,227,756
674754018082705410,420,1311
674752233200820224,442,1403
674743008475090944,522,1340
674742531037511680,49,464
674739953134403584,368,1056
674737130913071104,83,618
674690135443775488,452,1098
674670581682434048,614,1541
674664755118911488,238,878
674646392044941312,465,1370
674644256330530816,259,989
674638615994089473,558,1618
674632714662858753,547,1445
674606911342424069,93,898
674468880899788800,1933,5963
674447403907457024,344,1019
674436901579923456,369,1061
674422304705744896,515,1371
674416750885273600,131,662
674410619106390016,439,1149
674394782723014656,545,1451
674372068062928900,301,817
674330906434379776,72,542
674318007229923329,498,1345
674307341513269249,6613,10868
674291837063053312,5567,14054
674271431610523648,694,1495
674269164442398721,219,870
674265582246694913,802,1566
674262580978937856,429,1250
674255168825880576,516,1399
674082852460433408,157,726
674075285688614912,270,945
674063288070742018,2077,6098
674053186244734976,1229,3149
674051556661161984,464,1388
674045139690631169,609,1342
674042553264685056,120,687
674038233588723717,399,1057
674036086168010753,194,816
674024893172875264,1159,1698
674019345211760640,287,1078
674014384960745472,605,1490
674008982932058114,338,1141
673956914389192708,907,1868
673919437611909120,353,1119
673906403526995968,1549,3035
673887867907739649,241,899
673716320723169284,712,2950
673715861853720576,1958,3382
673711475735838725,283,997
673709992831262724,253,801
673708611235921920,270,1028
673707060090052608,371,1051
673705679337693185,390,1206
673700254269775872,538,1364
673697980713705472,1859,3782
673689733134946305,608,1661
673688752737402881,467,1206
673686845050527744,406,1366
673680198160809984,436,1305
673662677122719744,346,1196
673656262056419329,222,689
673636718965334016,341,1050
673612854080196609,680,1527
673583129559498752,338,1143
673580926094458881,260,793
673576835670777856,534,1318
673363615379013632,287,980
673359818736984064,635,1380
673355879178194945,540,1432
673352124999274496,510,1587
673350198937153538,197,715
673345638550134785,1192,2395
673343217010679808,255,922
673342308415348736,540,1209
673320132811366400,7435,12821
673317986296586240,239,837
673295268553605120,2988,7171
673270968295534593,344,1019
673240798075449344,675,1360
673213039743795200,791,2126
673148804208660480,592,1618
672997845381865473,672,1882
672995267319328768,273,905
672988786805112832,271,938
672984142909456390,515,1200
672980819271634944,956,1735
672975131468300288,850,1593
672970152493887488,338,905
672968025906282496,512,1265
672964561327235073,610,1362
672902681409806336,464,1303
672898206762672129,400,858
672884426393653248,797,1469
672877615439593473,331,986
672834301050937345,536,1246
672828477930868736,461,1186
672640509974827008,298,928
672622327801233409,459,1231
672614745925664768,550,1167
672609152938721280,369,1055
672604026190569472,378,1055
672594978741354496,579,1266
672591762242805761,320,906
672591271085670400,177,684
672538107540070400,343,981
672523490734551040,160,599
672488522314567680,410,1057
672482722825261057,563,1070
672481316919734272,122,688
672475084225949696,660,1376
672466075045466113,500,1290
672272411274932228,3171,6137
672267570918129665,583,1415
672264251789176834,317,1082
672256522047614977,1449,2687
672254177670729728,700,1369
672248013293752320,564,1649
672245253877968896,144,650
672239279297454080,305,855
672231046314901505,953,1735
672222792075620352,202,751
672205392827572224,1087,2150
672169685991993344,345,973
672160042234327040,338,838
672139350159835138,654,1652
672125275208069120,1075,2271
672095186491711488,346,946
672082170312290304,345,897
672068090318987265,482,1229
671896809300709376,3950,8096
671891728106971137,541,1250
671882082306625538,1313,3291
671879137494245376,627,1346
671874878652489728,519,1193
671866342182637568,463,1064
671855973984772097,408,853
671789708968640512,3264,6722
671768281401958400,464,1137
671763349865160704,849,1589
671744970634719232,716,1287
671743150407421952,225,717
671735591348891648,707,1372
671729906628341761,4106,8085
671561002136281088,6817,12149
671550332464455680,198,864
671547767500775424,554,1279
671544874165002241,991,1862
671542985629241344,532,1038
671538301157904385,364,880
671536543010570240,384,1109
671533943490011136,547,971
671528761649688577,242,798
671520732782923777,499,1327
671518598289059840,281,899
671511350426865664,665,1507
671504605491109889,3349,6632
671497587707535361,422,875
671488513339211776,451,948
671486386088865792,183,550
671485057807351808,220,725
671390180817915904,700,1368
671362598324076544,279,1050
671357843010908160,146,378
671355857343524864,113,458
671347597085433856,402,910
671186162933985280,196,696
671182547775299584,315,1061
671166507850801152,324,833
671163268581498880,1030,1560
671159727754231808,75,345
671154572044468225,206,671
671151324042559489,142,632
671147085991960577,202,634
671141549288370177,620,1092
671138694582165504,375,877
671134062904504320,179,703
671122204919246848,2357,3308
671115716440031232,730,1298
671109016219725825,411,1088
670995969505435648,273,1053
670842764863651840,8189,23472
670840546554966016,183,555
670838202509447168,651,1053
670833812859932673,114,416
670832455012716544,202,694
670826280409919488,3823,5244
670823764196741120,175,736
670822709593571328,90,575
670815497391357952,1451,3014
670811965569282048,253,1072
670807719151067136,462,1107
670804601705242624,901,1858
670803562457407488,83,324
670797304698376195,222,703
670792680469889025,257,783
670789397210615808,223,627
670786190031921152,190,568
670783437142401025,360,785
670782429121134593,724,1464
670780561024270336,270,753
670778058496974848,69,317
670764103623966721,396,1029
670755717859713024,100,416
670733412878163972,481,908
670727704916926465,337,792
670717338665226240,454,1129
670704688707301377,348,735
670691627984359425,228,558
670679630144274432,265,711
670676092097810432,38,234
670668383499735048,4704,10145
670474236058800128,697,1427
670468609693655041,82,337
670465786746662913,513,923
670452855871037440,191,523
670449342516494336,610,1145
670444955656130560,1872,6393
670442337873600512,188,615
670435821946826752,483,1003
670434127938719744,605,1340
670433248821026816,104,313
670428280563085312,582,1322
670427002554466305,148,493
670421925039075328,600,1243
670420569653809152,297,588
670417414769758208,303,543
670411370698022913,835,1918
670408998013820928,207,526
670403879788544000,143,407
670385711116361728,191,536
670374371102445568,251,711
670361874861563904,60,312
670338931251150849,101,405
670319130621435904,1147,3701
670303360680108032,123,411
670290420111441920,268,660
670093938074779648,312,974
670086499208155136,239,664
670079681849372674,1150,2109
670073503555706880,742,1482
670069087419133954,224,590
670061506722140161,312,722
670055038660800512,305,634
670046952931721218,161,615
670040295598354432,104,715
670037189829525505,257,564
670003130994700288,85,315
669993076832759809,79,306
669972011175813120,148,419
669970042633789440,52,284
669942763794931712,150,479
669926384437997569,91,357
669923323644657664,53,223
669753178989142016,373,760
669749430875258880,62,246
669684865554620416,84,486
669683899023405056,102,362
669682095984410625,128,333
669680153564442624,268,632
669661792646373376,407,771
669625907762618368,1700,3338
669603084620980224,340,906
669597912108789760,142,488
669583744538451968,870,1408
669573570759163904,130,413
669571471778410496,953,1509
669567591774625800,49,220
669564461267722241,114,368
669393256313184256,69,341
669375718304980992,684,1256
669371483794317312,168,469
669367896104181761,141,435
669363888236994561,214,593
669359674819481600,113,351
669354382627049472,1204,2556
669353438988365824,244,596
669351434509529089,169,410
669328503091937280,392,967
669327207240699904,114,546
669324657376567296,196,471
669216679721873412,381,1136
669214165781868544,149,413
669203728096960512,439,957
669037058363662336,292,624
669015743032369152,351,706
669006782128353280,229,549
669000397445533696,5984,19858
668994913074286592,209,419
668992363537309700,318,710
668989615043424256,311,638
668988183816871936,436,861
668986018524233728,154,524
668981893510119424,282,512
668979806671884288,328,757
668975677807423489,547,1237
668967877119254528,21,136
668960084974809088,230,665
668955713004314625,66,259
668932921458302977,53,246
668902994700836864,94,302
668892474547511297,138,379
668872652652679168,283,502
668852170888998912,151,426
668826086256599040,124,411
668815180734689280,246,525
668779399630725120,348,672
668655139528511488,205,492
668645506898350081,499,825
668643542311546881,495,823
668641109086707712,508,1013
668636665813057536,464,982
668633411083464705,1507,2658
668631377374486528,298,674
668627278264475648,106,296
668625577880875008,121,361
668623201287675904,705,1347
668620235289837568,38,187
668614819948453888,300,582
668587383441514497,1005,1576
668567822092664832,49,227
668544745690562560,214,484
668542336805281792,199,429
668537837512433665,67,240
668528771708952576,209,439
668507509523615744,98,311
668496999348633600,124,387
668484198282485761,220,404
668480044826800133,138,434
668466899341221888,478,843
668297328638447616,275,593
668291999406125056,29,230
668286279830867968,128,477
668274247790391296,221,775
668268907921326080,222,521
668256321989451776,560,1226
668248472370458624,447,907
668237644992782336,2660,5858
668226093875376128,96,283
668221241640230912,185,489
668204964695683073,184,527
668190681446379520,189,612
668171859951755264,182,460
668154635664932864,291,470
668142349051129856,261,547
668113020489474048,221,635
667937095915278337,746,1186
667924896115245057,104,277
667915453470232577,53,197
667911425562669056,278,469
667902449697558528,358,811
667886921285246976,1007,1770
667885044254572545,442,776
667878741721415682,111,371
667873844930215936,380,593
667866724293877760,974,2871
667861340749471744,74,229
667832474953625600,58,280
667806454573760512,458,991
667801013445750784,90,310
667793409583771648,309,668
667782464991965184,230,392
667773195014021121,51,221
667766675769573376,202,416
667728196545200128,143,361
667724302356258817,302,455
667550904950915073,31,0
667550882905632768,31,0
667549055577362432,2111,5472
667546741521195010,115,322
667544320556335104,493,812
667538891197542400,61,194
667534815156183040,494,773
667530908589760512,223,440
667524857454854144,1050,1606
667517642048163840,180,350
667509364010450944,1996,6444
667502640335572993,209,513
667495797102141441,249,494
667491009379606528,210,496
667470559035432960,89,244
667455448082227200,56,181
