tweet_id,retweet_count,favorite_count
832032802820481025,4617,17780
831939777352105988,6083,23870
831926988323639298,34,334
831911600680497154,6444,27462
831670449226514432,1801,10383
831650051525054464,1910,7094
831552930092285952,2301,8942
831322785565769729,1539,9248
831315979191906304,1117,6518
831309418084069378,2447,11713
831262627380748289,2028,11857
830956169170665475,1485,7942
830583320585068544,16625,66523
830173239259324417,5641,0
830097400375152640,2915,9762
829878982036299777,4965,0
829861396166877184,1922,12195
829501995190984704,10511,31611
829449946868879360,2006,10432
829141528400556032,7280,24303
829011960981237760,16216,53042
828801551087042563,3398,0
828770345708580865,5827,25506
828708714936930305,11100,36371
828650029636317184,1337,9482
828409743546925057,1159,6337
828408677031882754,1283,7658
828381636999917570,2203,12554
828376505180889089,1062,7358
828372645993398273,2916,12540
828361771580813312,173,2187
828046555563323392,2863,11731
828011680017821696,2139,10337
827933404142436356,5220,20041
827653905312006145,3010,15464
827600520311402496,936,7444
827324948884643840,3021,15819
827199976799354881,2213,10563
826958653328592898,4965,21539
826848821049180160,10100,36268
826615380357632002,3970,0
826598799820865537,250,5118
826598365270007810,2329,10037
826476773533745153,4169,18374
826240494070030336,2596,13279
826204788643753985,921,4875
826115272272650244,3095,15632
825876512159186944,1863,10474
825829644528148480,2480,12735
825535076884762624,17527,56838
825147591692263424,4529,18281
825120256414846976,1245,0
825026590719483904,1245,6297
824796380199809024,5477,0
824775126675836928,3500,14901
824663926340194305,1770,10516
824325613288833024,10517,11836
824297048279236611,3843,15063
824025158776213504,601,4836
823939628516474880,2705,10637
823719002937630720,11161,0
823699002998870016,2516,13997
823581115634085888,2617,13030
823333489516937216,24,701
823322678127919110,4008,15743
823269594223824897,9872,0
822975315408461824,3440,17342
822872901745569793,43146,131579
822859134160621569,2271,13268
822647212903690241,6396,0
822610361945911296,2949,14830
822489057087389700,6396,18189
822462944365645825,14267,28019
822244816520155136,9872,35007
822163064745328640,4758,0
821886076407029760,2301,11330
821813639212650496,3361,0
821765923262631936,1655,8424
821522889702862852,1761,8045
821421320206483457,5585,0
821407182352777218,4337,11791
821153421864615936,10,257
821149554670182400,1974,8653
821107785811234820,2135,9624
821044531881721856,2280,12693
820837357901512704,6728,0
820749716845686786,9876,31614
820690176645140481,3230,12257
820494788566847489,566,0
820446719150292993,2567,0
820314633777061888,566,3358
820078625395449857,6284,19869
820013781606658049,1174,0
819952236453363712,1174,5343
819924195358416896,4884,12959
819711362133872643,3112,13413
819588359383371776,1991,9678
819347104292290561,1207,7237
819238181065359361,408,2280
819227688460238848,6728,23133
819015337530290176,36936,0
819015331746349057,18999,0
819006400881917954,18999,45471
819004803107983360,36936,87190
818646164899774465,21025,0
818627210458333184,7553,22491
818614493328580609,2560,9877
818588835076603904,6143,0
818536468981415936,2462,10943
818307523543449600,8098,0
818259473185828864,2270,11058
818145370475810820,2573,12312
817908911860748288,803,4877
817827839487737858,27123,51837
817777686764523521,2695,10799
817536400337801217,2971,11823
817502432452313088,3395,0
817423860136083457,14738,33961
817415592588222464,945,5617
817181837579653120,8482,0
817171292965273600,2026,8804
817120970343411712,2602,12277
817056546584727552,1648,8635
816829038950027264,4729,0
816816676327063552,2041,10054
816697700272001025,2200,9825
816450570814898180,8098,30547
816336735214911488,1951,8645
816091915477250048,2146,8993
816062466425819140,1022,0
816014286006976512,5282,0
815990720817401858,1022,4966
815966073409433600,8482,22519
815745968457060357,4142,0
815736392542261248,2270,9899
815639385530101762,1661,8274
815390420867969024,3819,10420
814986499976527872,1281,7705
814638523311648768,2704,11337
814578408554463233,5867,0
814530161257443328,1869,8689
814153002265309185,8712,28913
813944609378369540,3203,0
813910438903693312,1873,9359
813812741911748608,14036,36637
813800681631023104,1767,8372
813217897535406080,7331,18755
813202720496779264,1826,9297
813187593374461952,4374,19997
813172488309972993,1937,9327
813157409116065792,2227,7829
813142292504645637,2400,8538
813130366689148928,452,4503
813127251579564032,3154,11920
813112105746448384,2757,10369
813096984823349248,3646,10651
813081950185472002,2803,9953
813066809284972545,1965,8006
813051746834595840,7408,21142
812781120811126785,1913,7622
812709060537683968,1442,6655
812503143955202048,1226,6114
812466873996607488,1947,8021
812372279581671427,3681,13743
811985624773361665,1407,7324
811744202451197953,1606,7602
811647686436880384,747,5661
811627233043480576,3103,12861
811386762094317568,6429,21065
810984652412424192,1449,5373
810896069567610880,1785,9085
810657578271330305,2667,11057
810284430598270976,11361,35510
810254108431155201,3398,14818
809920764300447744,3970,15677
809808892968534016,4922,0
809448704142938112,1474,6996
809220051211603969,5641,20079
809084759137812480,3564,13358
808838249661788160,3060,10203
808733504066486276,2187,7966
808501579447930884,2618,11410
808344865868283904,21025,42909
808134635716833280,5969,0
808106460588765185,2227,8878
808001312164028416,3567,12644
807621403335917568,3646,14714
807106840509214720,55808,119226
807059379405148160,7401,0
807010152071229440,3896,13195
806629075125202948,34904,75302
806620845233815552,5575,0
806576416489959424,1968,4944
806542213899489280,2378,10319
806242860592926720,11714,0
806219024703037440,1201,6501
805958939288408065,5413,0
805932879469572096,1939,8352
805826884734976000,1839,6615
805823200554876929,8070,0
805520635690676224,1670,5808
805487436403003392,2546,8874
805207613751304193,1732,7901
804738756058218496,3839,13828
804475857670639616,2027,6190
804413760345620481,3261,0
804026241225523202,16278,44848
803773340896923648,2762,10149
803692223237865472,7500,0
803638050916102144,4181,11043
803380650405482500,1883,7846
803321560782307329,5367,0
803276597545603072,2475,10129
802952499103731712,2020,9100
802624713319034886,2941,0
802600418706604034,1482,7173
802572683846291456,2533,9019
802323869084381190,5873,16352
802265048156610565,1386,6820
802239329049477120,2644,9167
802185808107208704,274,0
801958328846974976,1732,7829
801854953262350336,237,1801
801538201127157760,2089,8308
801285448605831168,827,6109
801167903437357056,5969,24683
801127390143516673,3990,0
801115127852503040,2116,8150
800859414831898624,98,694
800855607700029440,1626,0
800751577355128832,2818,10663
800513324630806528,3013,13241
800459316964663297,2188,9605
800443802682937345,4363,0
800388270626521089,2839,11249
800188575492947969,3984,0
800141422401830912,2567,15426
800018252395122689,13278,28632
799774291445383169,4727,0
799757965289017345,2184,8474
799422933579902976,1942,8151
799308762079035393,5516,0
799297110730567681,2786,9979
799063482566066176,2492,8158
798933969379225600,4495,13209
798925684722855936,1454,7579
798705661114773508,6709,0
798701998996647937,7858,0
798697898615730177,6590,0
798694562394996736,5002,0
798686750113755136,2358,0
798682547630837760,4769,0
798673117451325440,5601,0
798665375516884993,3950,0
798644042770751489,1872,0
798628517273620480,1996,0
798585098161549313,5743,0
798576900688019456,5907,0
798340744599797760,3360,0
798209839306514432,2588,10519
797971864723324932,3138,11704
797545162159308800,4909,14691
797236660651966464,6639,20145
797165961484890113,26,225
796904159865868288,9000,0
796865951799083009,1940,7765
796759840936919040,3058,11942
796563435802726400,7334,0
796484825502875648,1775,7643
796387464403357696,4178,11106
796177847564038144,14399,0
796149749086875649,14399,32518
796125600683540480,1824,5010
796116448414461957,2438,9182
796080075804475393,2328,8547
796031486298386433,3743,10901
795464331001561088,23786,50013
795400264262053889,2895,10153
795076730285391872,5477,16348
794983741416415232,3399,0
794926597468000259,2321,10332
794355576146903043,10374,0
794332329137291264,2708,9674
794205286408003585,3352,9315
793962221541933056,4922,16982
793845145112371200,1881,9312
793614319594401792,3162,0
793601777308463104,1639,8049
793500921481273345,2391,10762
793286476301799424,9241,24804
793271401113350145,2411,8776
793256262322548741,8407,20145
793241302385262592,3322,10603
793226087023144960,2904,9921
793210959003287553,2823,9006
793195938047070209,5676,15409
793180763617361921,2022,7001
793165685325201412,2816,9486
793150605191548928,1716,6234
793135492858580992,2516,6472
793120401413079041,3956,12771
792913359805018113,4018,14461
792883833364439040,4304,11400
792773781206999040,1693,7422
792394556390137856,4328,13561
792050063153438720,1813,7216
791821351946420224,21276,0
791784077045166082,9654,0
791780927877898241,3852,0
791774931465953280,22372,45509
791672322847637504,3162,11844
791406955684368384,4142,13245
791312159183634433,2558,8860
791026214425268224,4133,0
790987426131050500,2151,9906
790946055508652032,4729,16788
790723298204217344,2328,0
790698755171364864,1942,8292
790581949425475584,7201,20830
790337589677002753,1898,7892
790277117346975746,3203,12670
790227638568808452,3593,0
789986466051088384,2328,9338
789960241177853952,4160,0
789903600034189313,4173,10440
789628658055020548,1781,7555
789599242079838210,1941,6823
789530877013393408,3399,11810
789314372632018944,2313,8722
789280767834746880,4970,0
789268448748703744,2624,9194
789137962068021249,2810,9801
788908386943430656,12576,27639
788765914992902144,10374,27573
788552643979468800,7230,0
788412144018661376,5306,15671
788178268662984705,2109,7286
788150585577050112,1295,6168
788070120937619456,3450,0
788039637453406209,1327,6179
787810552592695296,3078,8676
787717603741622272,2793,10336
787397959788929025,2864,10975
787322443945877504,1752,7846
787111942498508800,6803,0
786963064373534720,8030,26842
786729988674449408,2438,0
786709082849828864,6153,18355
786664955043049472,2568,10669
786595970293370880,3142,9518
786363235746385920,3521,10967
786286427768250368,2856,8033
786233965241827333,4758,15367
786051337297522688,155,1430
786036967502913536,7053,0
785927819176054784,3207,11469
785872687017132033,1823,6738
785639753186217984,2251,7903
785533386513321988,2012,9184
785515384317313025,1266,6169
785264754247995392,1637,7306
785170936622350336,4863,12115
784826020293709826,3261,10165
784517518371221505,2553,9017
784431430411685888,1277,5745
784183165795655680,8070,20183
784057939640352768,11161,29925
783839966405230592,10824,30215
783821107061198850,1987,7395
783695101801398276,3225,10528
783466772167098368,2257,8510
783391753726550016,5497,16974
783347506784731136,5567,0
783334639985389568,11714,29287
783085703974514689,2212,8200
782969140009107456,7401,24258
782747134529531904,1414,7506
782722598790725632,5413,17349
782598640137187329,1882,7841
782305867769217024,5585,16721
782021823840026624,6226,0
781955203444699136,3383,11180
781661882474196992,2723,10475
781655249211752448,1136,4006
781524693396357120,5575,20835
781308096455073793,2565,7176
781251288990355457,2082,8482
781163403222056960,2756,9857
780931614150983680,7334,21734
780858289093574656,2020,7216
780800785462489090,1304,5504
780601303617732608,3361,12169
780543529827336192,1749,6325
780496263422808064,3692,0
780476555013349377,113,0
780459368902959104,1080,5322
780192070812196864,2242,8737
780092040432480260,2300,0
780074436359819264,4978,12215
779834332596887552,7053,18954
779377524342161408,3115,8827
779124354206535695,18313,0
779056095788752897,4547,14804
778990705243029504,7207,20031
778774459159379968,9899,0
778764940568104960,362,870
778748913645780993,1312,6915
778650543019483137,1501,5785
778624900596654080,1010,4650
778408200802557953,4332,13660
778396591732486144,12241,0
778383385161035776,1104,5850
778286810187399168,3299,10394
778039087836069888,2646,8525
778027034220126208,1612,6560
777953400541634568,3528,0
777885040357281792,1633,6358
777684233540206592,2941,11255
777641927919427584,4230,0
777621514455814149,2506,8762
777189768882946048,4307,14304
776819012571455488,13674,0
776813020089548800,1208,4885
776477788987613185,2778,8845
776249906839351296,9117,0
776218204058357768,15853,29914
776201521193218049,2519,9631
776113305656188928,4363,11776
776088319444877312,151,1845
775898661951791106,16511,0
775842724423557120,2652,11718
775733305207554048,3990,13892
775729183532220416,4601,13003
775364825476165632,2967,7406
775350846108426240,3905,10183
775085132600442880,4727,15569
774757898236878852,1790,8621
774639387460112384,1732,6736
774314403806253056,5516,21792
773985732834758656,3850,10716
773922284943896577,1746,6403
773704687002451968,1625,6596
773670353721753600,1311,5363
773547596996571136,6143,22116
773336787167145985,5063,0
773308824254029826,7463,23324
773247561583001600,3246,9468
773191612633579521,4126,9985
772877495989305348,3873,8555
772826264096874500,2344,8047
772615324260794368,3373,0
772581559778025472,1696,6493
772193107915964416,1390,6038
772152991789019136,1127,3799
772117678702071809,737,3775
772114945936949249,467,2725
772102971039580160,942,3994
771908950375665664,1903,6590
771770456517009408,3360,12008
771500966810099713,2606,8261
771380798096281600,5063,10472
771171053431250945,7435,0
771136648247640064,2918,9145
771102124360998913,1439,6232
771014301343748096,1652,6861
770787852854652928,1197,4919
770772759874076672,1414,5167
770655142660169732,1762,7337
770414278348247044,2097,6320
770293558247038976,1473,6234
770093767776997377,3044,0
770069151037685760,2291,7589
769940425801170949,9526,31282
769695466921623552,1679,6406
769335591808995329,7705,0
769212283578875904,1712,5384
768970937022709760,6487,14333
768909767477751808,2664,0
768855141948723200,884,4192
768609597686943744,1201,4114
768596291618299904,1278,5030
768554158521745409,5827,0
768473857036525572,3413,13612
768193404517830656,3528,10851
767884188863397888,1376,4729
767754930266464257,5367,15961
767500508068192258,2333,7497
767191397493538821,3746,12291
767122157629476866,2848,10155
766864461642756096,5604,0
766793450729734144,1352,5061
766714921925144576,376,2607
766693177336135680,792,3996
766423258543644672,1579,5984
766313316352462849,1883,6783
766078092750233600,2611,0
766069199026450432,849,4214
766008592277377025,494,3736
765719909049503744,2145,7221
765669560888528897,1218,5174
765395769549590528,3368,26562
765371061932261376,2157,7051
765222098633691136,3373,11603
764857477905154048,1769,6435
764259802650378240,1493,5997
763956972077010945,54,759
763837565564780549,4133,12521
763183847194451968,1462,5363
763167063695355904,2988,0
763103485927849985,2281,7338
762699858130116608,3593,12099
762471784394268675,6375,11183
762464539388485633,4160,10260
762316489655476224,1116,4783
762035686371364864,15471,31739
761976711479193600,1996,5389
761750502866649088,3888,0
761745352076779520,859,4259
761672994376806400,28915,49299
761599872357261312,1184,4112
761371037149827077,17963,0
761334018830917632,1442,5176
761292947749015552,1080,4469
761227390836215808,1556,5304
761004547850530816,3450,11283
760893934457552897,969,3803
760656994973933572,1899,6558
760641137271070720,1288,4959
760539183865880579,3595,7532
760521673607086080,1381,4198
760290219849637889,11402,26656
760252756032651264,863,3937
760190180481531904,1786,5673
760153949710192640,30,0
759943073749200896,2062,5926
759923798737051648,5604,14609
759846353224826880,1951,6703
759793422261743616,1893,5922
759557299618865152,1177,4669
759447681597108224,2438,8437
759446261539934208,483,1662
759197388317847553,1930,6044
759159934323924993,1147,0
759099523532779520,4133,14429
759047813560868866,1993,6441
758854675097526272,889,3531
758828659922702336,3812,11170
758740312047005698,1605,5706
758474966123810816,990,3780
758467244762497024,2192,4755
758405701903519748,1892,5182
758355060040593408,1060,3378
758099635764359168,9899,18958
758041019896193024,369,2687
757741869644341248,3225,6846
757729163776290825,7856,0
757725642876129280,1197,4518
757611664640446465,1097,4544
757597904299253760,298,0
757596066325864448,1046,4310
757400162377592832,6784,15027
757393109802180609,1721,5777
757354760399941633,1406,4489
756998049151549440,1969,6234
756939218950160384,1991,6606
756651752796094464,1287,5014
756526248105566208,3550,10357
756303284449767430,1088,3900
756288534030475264,17533,43739
756275833623502848,1514,6366
755955933503782912,2856,7272
755206590534418437,5312,16330
755110668769038337,10993,21037
754874841593970688,7823,0
754856583969079297,2488,6861
754747087846248448,514,2568
754482103782404096,1936,5248
754449512966619136,728,3718
754120377874386944,2335,7831
753655901052166144,2152,5794
753420520834629632,3525,7844
753398408988139520,1881,5709
753375668877008896,2300,7586
753298634498793472,5640,0
753294487569522689,1028,3345
753039830821511168,20664,36849
753026973505581056,953,3890
752932432744185856,6803,12528
752917284578922496,1561,6890
752701944171524096,2828,0
752682090207055872,1579,5960
752660715232722944,1542,4354
752568224206688256,2256,5454
752519690950500352,3408,7311
752334515931054080,1083,3788
752309394570878976,16082,0
752173152931807232,1818,5916
751950017322246144,904,3036
751937170840121344,1315,5148
751830394383790080,1925,5762
751793661361422336,2872,5777
751598357617971201,3015,7857
751583847268179968,1089,4351
751538714308972544,1245,5002
751456908746354688,990,3187
751251247299190784,5811,12409
751205363882532864,1797,6287
751132876104687617,1287,5021
750868782890057730,1348,4745
750719632563142656,4970,13064
750506206503038976,1133,4405
750429297815552001,4230,13071
750383411068534784,1138,4523
750381685133418496,27,687
750147208377409536,947,3075
750132105863102464,1284,3579
750117059602808832,1293,4295
750101899009982464,831,3018
750086836815486976,525,2149
750071704093859840,3284,7761
750056684286914561,886,3135
750041628174217216,607,3147
750026558547456000,776,2700
750011400160841729,896,3220
749996283729883136,806,3037
749981277374128128,2431,5083
749774190421639168,1307,4627
749417653287129088,1621,6059
749403093750648834,529,2594
749395845976588288,3398,8477
749317047558017024,2215,5449
749075273010798592,2051,5706
749064354620928000,1503,4768
749036806121881602,788,3063
748977405889503236,3360,10672
748932637671223296,2216,5755
748705597323898880,940,2753
748699167502000129,1563,4693
748692773788876800,1319,4205
748575535303884801,1951,6006
748568946752774144,665,2178
748346686624440324,1217,5163
748337862848962560,4046,7554
748324050481647620,748,3642
748307329658011649,701,3640
748220828303695873,7684,13983
747963614829678593,2106,5707
747933425676525569,2505,6532
747885874273214464,956,2907
747844099428986880,740,2787
747816857231626240,1144,4794
747651430853525504,153,1371
747648653817413632,5773,12738
747600769478692864,551,2300
747594051852075008,1046,3630
747512671126323200,1589,5465
747461612269887489,1031,3827
747439450712596480,1888,5361
747242308580548608,2875,0
747219827526344708,1543,5197
747204161125646336,909,3338
747103485104099331,3920,9445
746906459439529985,292,2864
746872823977771008,2103,5907
746818907684614144,1718,5261
746790600704425984,1580,4804
746757706116112384,3852,9461
746726898085036033,1771,5971
746542875601690625,1854,4974
746521445350707200,974,0
746507379341139972,1070,4596
746369468511756288,1610,6110
746131877086527488,2168,6826
746056683365994496,801,3521
745789745784041472,1051,3964
745712589599014916,2294,6913
745433870967832576,2500,6989
745422732645535745,2399,8470
745314880350101504,2715,7083
745074613265149952,3428,7735
745057283344719872,2216,7173
744995568523612160,607,2937
744971049620602880,2642,7774
744709971296780288,1541,5537
744334592493166593,2073,6694
744234799360020481,76563,154294
744223424764059648,356,1637
743980027717509120,1075,4116
743895849529389061,950,3603
743835915802583040,2035,0
743609206067040256,1357,4408
743595368194129920,6423,18100
743545585370791937,926,3483
743510151680958465,3679,7830
743253157753532416,1204,4164
743222593470234624,1882,6114
743210557239623680,1339,3783
742534281772302336,3513,6980
742528092657332225,1935,4352
742465774154047488,3863,7160
742423170473463808,3692,9686
742385895052087300,1935,6708
742161199639494656,1346,4266
742150209887731712,1522,5037
741793263812808706,1490,4479
741743634094141440,2700,8052
741438259667034112,810,3633
741303864243200000,3149,8649
741099773336379392,5417,9841
741067306818797568,3044,9381
740995100998766593,2685,6262
740711788199743490,919,3354
740699697422163968,768,2803
740676976021798912,6709,17902
740373189193256964,13095,34546
740365076218183684,422,2420
740359016048689152,850,3246
740214038584557568,1927,6586
739979191639244800,5827,19665
739932936087216128,1058,3996
739844404073074688,845,3748
739623569819336705,1332,3710
739606147276148736,1630,5310
739544079319588864,20839,38898
739485634323156992,2877,7042
739238157791694849,56897,114096
738891149612572673,6,108
738885046782832640,1124,3717
738883359779196928,777,3257
738537504001953792,1499,5009
738402415918125056,812,3199
738184450748633089,1195,4252
738166403467907072,3291,8635
738156290900254721,627,2459
737826014890496000,1737,5178
737800304142471168,3399,9833
737678689543020544,1283,4958
737445876994609152,4369,10071
737322739594330112,798,3548
737310737551491075,7277,14411
736736130620620800,1695,4178
736392552031657984,7230,17397
736365877722001409,1216,3908
736225175608430592,2726,7982
736010884653420544,2922,7751
735991953473572864,1124,3534
735648611367784448,1080,3969
735635087207878657,2308,6060
735274964362878976,4922,12801
735256018284875776,862,3273
735137028879360001,955,3075
734912297295085568,516,2702
734787690684657664,6165,12319
734776360183431168,527,2459
734559631394082816,389,1462
733828123016450049,764,3518
733822306246479872,1003,3600
733482008106668032,928,3075
733460102733135873,1251,4115
733109485275860992,16511,49358
732732193018155009,525,2388
732726085725589504,874,3489
732585889486888962,766,3598
732375214819057664,2461,7936
732005617171337216,5282,14608
731285275100512256,974,3420
